order_id,customer_id,seller_id,product_ids,product_category,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,shipping_limit_date,delivery_time_hours,price,freight_value,item_count,total_weight_kg,total_volume_l,customer_city,customer_state,customer_lat,customer_long,seller_city,seller_state,seller_lat,seller_long,distance_km,purchase_hour,purchase_weekday,purchase_month,is_promo,is_holiday,seller_median_delivery_days
O1000088,C10087,S0099,"P00500,P00354",fashion,02-01-2024 7.07,06-01-2024 0.22,07-01-2024 4.54,03-01-2024 7.07,30,152.45,120.24,2,9.51,13.134,Jaipur,Rajasthan,27.312576,74.255915,Jaipur,Rajasthan,27.200714,75.433251,117.04,7,1,1,1,0,1.99
O1000089,C10088,S0071,P00659,beauty,15-03-2024 3.44,15-04-2024 23.24,18-04-2024 18.37,13-04-2024 3.44,84,341.24,46.49,1,2.334,6.456,Chennai,Tamil Nadu,12.789213,79.792504,Jaipur,Rajasthan,27.278692,75.772578,1664.59,3,4,3,1,0,2.16
O1000090,C10089,S0183,"P00230,P00294,P00688,P00779",books,03-10-2024 21.56,19-10-2024 17.52,22-10-2024 13.56,17-10-2024 21.56,55,298.27,51.6,4,7.735,10.662,Jaipur,Rajasthan,26.722696,75.21485,Lucknow,Uttar Pradesh,27.110179,80.98572,573.74,21,3,10,0,0,5.69
O1000091,C10090,S0202,P00348,books,30-03-2024 23.09,26-04-2024 4.35,01-05-2024 16.01,22-04-2024 23.09,79,47.69,75.24,1,0.652,1.391,Kolkata,West Bengal,22.311439,87.784902,Delhi,Delhi,28.914231,77.142013,1294.26,23,5,3,0,0,3.25
O1000092,C10091,S0275,P00643,electronics,04-12-2024 2.45,12-12-2024 17.16,15-12-2024 14.56,10-12-2024 2.45,42,51.83,17.07,1,0.065,1.806,Mumbai,Maharashtra,18.207723,71.969938,Pune,Maharashtra,18.62312,73.75016,193.41,2,2,12,0,0,5.5
O1000093,C10092,S0254,"P00532,P00596,P00052",automotive,08-03-2024 14.36,20-03-2024 10.02,24-03-2024 4.31,18-03-2024 14.36,49,176.9,90.99,3,24.547,144.193,Mumbai,Maharashtra,18.789119,73.523881,Ahmedabad,Gujarat,23.130159,72.785901,488.74,14,4,3,0,0,3.7
O1000094,C10093,S0119,P00054,beauty,02-07-2024 11.50,07-07-2024 5.14,08-07-2024 5.18,04-07-2024 11.50,31,802.45,45.71,1,1.348,2.849,Ahmedabad,Gujarat,22.571324,72.693738,Surat,Gujarat,21.027631,72.852386,172.43,11,1,7,0,0,2.11
O1000095,C10094,S0281,"P00534,P00272,P00456",sports,28-10-2024 14.22,09-11-2024 3.04,14-11-2024 9.24,06-11-2024 14.22,52,594.26,53.62,3,13.266,19.72,Bhopal,Madhya Pradesh,23.784537,77.798921,Delhi,Delhi,28.717498,77.205688,551.7,14,0,10,1,0,1.95
O1000096,C10095,S0173,"P00011,P00480,P00612,P00576",beauty,09-01-2024 13.41,03-02-2024 19.59,05-02-2024 12.16,31-01-2024 13.41,70,407.22,75.29,4,15.719,102.43,Hyderabad,Telangana,16.761214,78.022036,Kanpur,Uttar Pradesh,26.518445,80.423251,1112.88,13,1,1,0,0,3.52
O1000097,C10096,S0243,"P00639,P00669",electronics,15-05-2024 15.28,23-05-2024 20.17,23-05-2024 10.45,20-05-2024 15.28,35,181.18,43.23,2,1.294,5.56,Delhi,Delhi,28.524918,77.199435,Jaipur,Rajasthan,26.394192,75.95992,266.62,15,2,5,0,0,3.88
O1000098,C10097,S0257,P00469,fashion,05-03-2024 9.19,22-03-2024 21.12,27-03-2024 11.24,20-03-2024 9.19,61,48.69,20.88,1,1.299,14.785,Surat,Gujarat,22.162891,74.002639,Kanpur,Uttar Pradesh,26.506416,80.574646,822.31,9,1,3,0,0,2.66
O1000099,C10098,S0235,P00182,automotive,26-09-2024 9.50,29-10-2024 18.10,03-11-2024 5.13,26-10-2024 9.50,90,67.65,36.77,1,1.056,5.931,Kolkata,West Bengal,23.066544,89.066883,Ahmedabad,Gujarat,23.11744,73.064376,1636.01,9,3,9,0,0,2.97
O1000100,C10099,S0267,P00171,beauty,02-02-2024 0.16,19-02-2024 0.53,21-02-2024 2.39,16-02-2024 0.16,56,261.74,22.09,1,0.408,6.266,Kanpur,Uttar Pradesh,25.982436,80.464172,Vadodara,Gujarat,22.559717,73.217423,827.09,0,4,2,0,0,2.82
O1000101,C10100,S0251,"P00381,P00112,P00099,P00588",automotive,17-08-2024 5.13,02-09-2024 23.22,06-09-2024 10.30,31-08-2024 5.13,58,827.23,42.72,4,10.402,26.909,Coimbatore,Tamil Nadu,10.663533,77.255761,Goa,Goa,15.536441,74.267791,631.06,5,5,8,1,0,5.04
O1000102,C10101,S0220,"P00244,P00370,P00429",automotive,19-09-2024 12.09,12-10-2024 13.05,15-10-2024 6.31,10-10-2024 12.09,68,564.68,52.34,3,5.467,19.234,Mysore,Karnataka,13.192857,76.391062,Surat,Gujarat,21.25296,73.076017,962.78,12,3,9,0,0,5.32
O1000103,C10102,S0228,"P00025,P00648,P00276",books,25-02-2024 17.20,28-02-2024 1.23,28-02-2024 19.18,25-02-2024 17.20,26,273.52,26.52,3,3.052,10.16,Vadodara,Gujarat,22.562025,73.158259,Vadodara,Gujarat,22.554419,73.074418,8.65,17,6,2,0,0,1.5
O1000104,C10103,S0243,"P00454,P00318",automotive,14-09-2024 12.41,25-09-2024 23.31,27-09-2024 10.37,23-09-2024 12.41,44,124.02,52.14,2,2.392,4.746,Ahmedabad,Gujarat,23.775499,72.040177,Jaipur,Rajasthan,26.394192,75.95992,490.47,12,5,9,0,0,3.88
O1000105,C10104,S0044,"P00467,P00083",beauty,10-11-2024 1.39,13-11-2024 22.29,15-11-2024 18.05,11-11-2024 1.39,31,384.76,18.21,2,1.215,4.896,Delhi,Delhi,28.755975,76.332469,Delhi,Delhi,28.805097,77.275651,92.08,1,6,11,0,0,2.22
O1000106,C10105,S0227,"P00078,P00054",beauty,03-12-2024 11.36,01-01-2025 17.37,07-01-2025 7.46,30-12-2024 11.36,85,888.08,46.47,2,5.192,5.847,Thiruvananthapuram,Kerala,9.391834,77.392164,Surat,Gujarat,20.986065,72.648108,1385.7,11,1,12,0,0,4.12
O1000107,C10106,S0064,"P00126,P00381,P00760",automotive,03-06-2024 21.55,15-06-2024 12.27,19-06-2024 20.06,12-06-2024 21.55,50,195.28,32.14,3,5.066,15.472,Vadodara,Gujarat,22.709215,73.993257,Jaipur,Rajasthan,27.207471,75.726835,529.81,21,0,6,0,0,3.04
O1000108,C10107,S0156,"P00435,P00344,P00153,P00566",automotive,25-11-2024 15.20,11-12-2024 18.02,12-12-2024 1.37,08-12-2024 15.20,51,240.45,58.27,4,7.677,16.572,Mumbai,Maharashtra,19.803121,72.992104,Bhopal,Madhya Pradesh,23.18236,77.5213,600.56,15,0,11,0,0,4.56
O1000109,C10108,S0216,P00413,fashion,01-02-2024 20.05,09-03-2024 8.37,11-03-2024 3.30,05-03-2024 20.05,91,54.82,58.05,1,2.977,2.185,Kanpur,Uttar Pradesh,27.558701,79.618707,Mysore,Karnataka,12.209919,76.880631,1730.36,20,3,2,0,0,4.41
O1000110,C10109,S0112,"P00699,P00771",beauty,24-07-2024 16.08,21-08-2024 5.46,22-08-2024 6.52,18-08-2024 16.08,73,97.57,17.3,2,0.295,3.675,Surat,Gujarat,19.725204,72.901681,Thiruvananthapuram,Kerala,8.793184,76.973377,1292.09,16,2,7,0,0,4.42
O1000111,C10110,S0067,"P00248,P00229",fashion,17-12-2024 21.15,07-01-2025 3.50,10-01-2025 10.52,04-01-2025 21.15,64,109.07,57.72,2,15.85,81.256,Kolkata,West Bengal,22.409183,87.484369,Hyderabad,Telangana,17.230398,78.941852,1062.65,21,1,12,0,0,2.32
O1000112,C10111,S0057,"P00627,P00555",electronics,08-09-2024 3.26,26-09-2024 16.16,29-09-2024 6.13,25-09-2024 3.26,60,121.73,47.46,2,6.222,11.09,Vadodara,Gujarat,22.299129,72.684057,Delhi,Delhi,28.708301,77.054655,836.62,3,6,9,0,0,3.9
O1000113,C10112,S0002,"P00449,P00690,P00430",beauty,07-02-2024 2.28,23-02-2024 19.51,27-02-2024 9.32,22-02-2024 2.28,58,150.02,160.99,3,5.73,7.041,Bengaluru,Karnataka,13.044447,76.700347,Mumbai,Maharashtra,19.391843,73.031187,807.11,2,2,2,1,0,2.42
O1000114,C10113,S0236,P00127,groceries,13-06-2024 13.04,26-06-2024 2.50,25-06-2024 9.28,23-06-2024 13.04,42,49.82,24.01,1,1.434,2.402,Indore,Madhya Pradesh,22.331004,76.737736,Pune,Maharashtra,18.258033,73.782357,547.77,13,3,6,1,0,2.19
O1000115,C10114,S0152,P00499,sports,16-03-2024 23.54,30-03-2024 22.20,02-04-2024 21.07,28-03-2024 23.54,52,97.07,25.57,1,2.377,10.859,Bengaluru,Karnataka,12.483547,77.94936,Goa,Goa,15.39779,73.810008,551.82,23,5,3,1,0,3.99
O1000116,C10115,S0282,"P00591,P00135,P00346,P00587",electronics,05-03-2024 22.31,14-03-2024 17.44,14-03-2024 19.04,12-03-2024 22.31,37,301.03,112.9,4,21.012,22.578,Jaipur,Rajasthan,26.448943,76.082648,Delhi,Delhi,28.862953,76.851642,278.9,22,1,3,0,0,5.04
O1000117,C10116,S0279,"P00235,P00738",electronics,15-11-2024 7.53,24-12-2024 11.11,28-12-2024 1.29,22-12-2024 7.53,99,93.68,68.86,2,15.709,138.681,Mysore,Karnataka,12.459346,77.056427,Delhi,Delhi,28.886817,76.941864,1826.69,7,4,11,0,0,4.98
O1000118,C10117,S0156,"P00306,P00496",furniture,07-10-2024 11.54,14-10-2024 21.46,18-10-2024 4.05,12-10-2024 11.54,40,112.48,147.8,2,21.107,78.315,Bhopal,Madhya Pradesh,24.047756,77.757045,Bhopal,Madhya Pradesh,23.18236,77.5213,99.18,11,0,10,1,0,4.56
O1000119,C10118,S0029,"P00083,P00319,P00006,P00304",automotive,14-07-2024 5.29,29-07-2024 15.55,03-08-2024 17.46,27-07-2024 5.29,58,525.16,55.29,4,11.983,12.755,Indore,Madhya Pradesh,22.837485,75.889217,Hyderabad,Telangana,17.190064,78.644117,690.72,5,6,7,0,0,5.22
O1000120,C10119,S0118,"P00426,P00249,P00316",electronics,28-09-2024 0.51,22-10-2024 5.13,24-10-2024 21.40,20-10-2024 0.51,70,187.64,28.98,3,3.76,27.803,Lucknow,Uttar Pradesh,27.169034,81.279132,Hyderabad,Telangana,17.424617,78.457828,1121.6,0,5,9,0,0,3.13
O1000121,C10120,S0119,"P00386,P00724,P00033",fashion,20-08-2024 14.46,15-09-2024 18.37,20-09-2024 10.06,13-09-2024 14.46,77,366.28,50.46,3,12.148,101.496,Thiruvananthapuram,Kerala,9.157031,77.079878,Surat,Gujarat,21.027631,72.852386,1395.48,14,1,8,0,0,2.11
O1000122,C10121,S0120,P00277,fashion,05-11-2024 19.40,10-11-2024 23.54,14-11-2024 23.38,07-11-2024 19.40,38,50.93,33.58,1,1.436,6.37,Surat,Gujarat,21.46462,74.137402,Indore,Madhya Pradesh,22.968817,75.443022,214.56,19,1,11,0,0,3.25
O1000123,C10122,S0216,"P00093,P00630,P00612,P00210",sports,20-02-2024 22.38,25-03-2024 20.33,29-03-2024 14.47,23-03-2024 22.38,90,504.87,61.3,4,7.981,20.651,Kolkata,West Bengal,22.415419,88.302115,Mysore,Karnataka,12.209919,76.880631,1659.04,22,1,2,0,0,4.41
O1000124,C10123,S0045,"P00269,P00732",furniture,01-12-2024 13.47,18-12-2024 3.52,20-12-2024 21.46,16-12-2024 13.47,56,233.26,119.66,2,22.438,128.599,Goa,Goa,15.698739,75.12016,Vadodara,Gujarat,22.660291,73.262196,798.26,13,6,12,0,0,1.62
O1000125,C10124,S0182,P00712,furniture,20-04-2024 7.48,02-05-2024 1.30,06-05-2024 5.04,28-04-2024 7.48,50,46.75,41.03,1,8.536,110.549,Surat,Gujarat,21.666454,72.956513,Pune,Maharashtra,18.699439,73.983734,346.89,7,5,4,0,0,4.87
O1000126,C10125,S0197,"P00044,P00354",furniture,19-08-2024 10.34,26-08-2024 12.23,26-08-2024 7.03,23-08-2024 10.34,33,176.41,31.37,2,5.493,21.167,Ahmedabad,Gujarat,23.683622,72.882369,Ahmedabad,Gujarat,22.970692,72.53213,86.97,10,0,8,0,0,3.26
O1000127,C10126,S0096,P00761,beauty,30-07-2024 16.08,08-08-2024 9.35,11-08-2024 1.11,05-08-2024 16.08,42,81.13,63.32,1,7.148,4.263,Bhopal,Madhya Pradesh,24.931966,78.292737,Nagpur,Maharashtra,21.25992,79.144151,417.49,16,1,7,0,0,1.5
O1000128,C10127,S0046,"P00560,P00171",beauty,20-08-2024 10.00,07-09-2024 15.38,10-09-2024 22.56,05-09-2024 10.00,60,413.5,44.01,2,2.632,9.069,Nagpur,Maharashtra,21.946997,79.832117,Goa,Goa,15.723731,74.330493,902.01,10,1,8,0,0,1.97
O1000129,C10128,S0144,P00235,electronics,31-07-2024 2.40,07-08-2024 6.17,06-08-2024 3.25,04-08-2024 2.40,32,47.98,18.46,1,1.355,4.85,Kolkata,West Bengal,23.683925,88.734045,Kolkata,West Bengal,22.469391,88.082868,150.58,2,2,7,0,0,3.64
O1000130,C10129,S0003,"P00398,P00344",books,09-06-2024 6.26,21-06-2024 20.28,24-06-2024 10.10,20-06-2024 6.26,49,160.86,103.97,2,2.034,6.105,Surat,Gujarat,21.948553,72.656716,Jaipur,Rajasthan,26.960792,75.404644,622.82,6,6,6,0,0,1.8
O1000131,C10130,S0250,"P00307,P00666",electronics,09-06-2024 23.00,19-06-2024 18.21,20-06-2024 23.25,17-06-2024 23.00,41,121.89,31.26,2,5.079,7.323,Jaipur,Rajasthan,26.439178,75.54394,Delhi,Delhi,28.434675,76.908177,259.53,23,6,6,0,0,5.1
O1000132,C10131,S0193,"P00744,P00408",fashion,10-07-2024 23.29,01-08-2024 22.52,02-08-2024 19.18,30-07-2024 23.29,63,382.94,81.1,2,3.002,3.35,Chennai,Tamil Nadu,13.806956,80.74722,Bhopal,Madhya Pradesh,23.000964,77.644765,1073.31,23,2,7,0,0,2.54
O1000133,C10132,S0294,"P00415,P00375,P00007,P00012",automotive,17-12-2024 15.05,14-01-2025 23.23,19-01-2025 12.08,13-01-2025 15.05,81,292.83,112.08,4,7.713,17.139,Kanpur,Uttar Pradesh,25.444272,81.18608,Bengaluru,Karnataka,12.89087,77.654196,1444.06,15,1,12,0,0,2.63
O1000134,C10133,S0040,P00695,beauty,04-02-2024 13.10,14-02-2024 22.49,15-02-2024 14.16,13-02-2024 13.10,41,72.57,118.8,1,2.579,1.37,Bengaluru,Karnataka,13.644493,77.613424,Coimbatore,Tamil Nadu,11.479732,76.582347,265.45,13,6,2,0,0,5.63
O1000135,C10134,S0028,"P00069,P00290,P00500,P00681",automotive,13-02-2024 9.23,05-03-2024 7.03,05-03-2024 11.38,02-03-2024 9.23,59,420.52,33.52,4,5.913,21.352,Bengaluru,Karnataka,13.304497,78.000376,Mumbai,Maharashtra,19.134614,72.73483,857.89,9,1,2,0,0,4.64
O1000136,C10135,S0143,"P00311,P00154,P00613,P00267",books,09-08-2024 11.25,18-09-2024 6.52,22-09-2024 13.45,16-09-2024 11.25,102,502.61,84.26,4,21.431,94.914,Kolkata,West Bengal,22.987284,89.099412,Thiruvananthapuram,Kerala,8.734731,77.162414,2032.47,11,4,8,0,0,2.55
O1000137,C10136,S0258,P00324,sports,09-07-2024 17.29,08-08-2024 22.54,13-08-2024 5.13,05-08-2024 17.29,84,103.83,25.62,1,0.47,12.013,Chennai,Tamil Nadu,12.931641,79.710861,Kanpur,Uttar Pradesh,26.684595,80.397155,1530.93,17,1,7,0,0,3.02
O1000138,C10137,S0239,"P00216,P00222",books,11-10-2024 16.35,29-10-2024 22.28,02-11-2024 4.02,26-10-2024 16.35,60,99.09,21.45,2,3.454,13.314,Delhi,Delhi,29.173681,76.969867,Vadodara,Gujarat,22.605345,73.06847,827.92,16,4,10,0,0,3.4
O1000139,C10138,S0059,"P00370,P00085,P00089",electronics,27-10-2024 23.33,25-11-2024 17.57,30-11-2024 20.32,22-11-2024 23.33,83,152.63,131.68,3,21.868,69.939,Goa,Goa,16.065365,74.797564,Lucknow,Uttar Pradesh,26.603862,81.100336,1340.72,23,6,10,0,0,4.02
O1000140,C10139,S0225,P00276,books,14-10-2024 15.29,07-11-2024 3.30,12-11-2024 0.05,04-11-2024 15.29,73,50.11,17.75,1,0.518,1.175,Bhopal,Madhya Pradesh,22.41111,77.754369,Coimbatore,Tamil Nadu,11.183506,76.721279,1253.27,15,0,10,0,0,1.5
O1000141,C10140,S0145,"P00641,P00704",automotive,09-12-2024 22.12,29-12-2024 14.20,03-01-2025 14.34,27-12-2024 22.12,66,103.86,22.72,2,2.474,4.744,Kolkata,West Bengal,23.42304,89.465264,Lucknow,Uttar Pradesh,26.75095,80.893995,938.83,22,0,12,1,0,2.45
O1000142,C10141,S0246,"P00610,P00589",electronics,29-07-2024 13.15,02-08-2024 23.46,02-08-2024 18.19,31-07-2024 13.15,29,807.69,49.12,2,2.592,13.432,Coimbatore,Tamil Nadu,12.446757,76.743629,Bengaluru,Karnataka,13.313942,77.419636,121.11,13,0,7,0,0,1.99
O1000143,C10142,S0112,P00211,books,06-12-2024 5.42,06-01-2025 8.19,10-01-2025 19.14,04-01-2025 5.42,86,51.47,22.54,1,0.586,1.222,Surat,Gujarat,21.368471,72.706142,Thiruvananthapuram,Kerala,8.793184,76.973377,1471.1,5,4,12,0,0,4.42
O1000144,C10143,S0161,"P00766,P00402,P00014,P00410",beauty,27-01-2024 6.24,30-01-2024 23.11,01-02-2024 17.47,28-01-2024 6.24,31,395.77,88.4,4,24.18,36.928,Lucknow,Uttar Pradesh,26.762753,81.085902,Lucknow,Uttar Pradesh,27.080559,80.816362,44.31,6,5,1,0,0,3.98
O1000145,C10144,S0079,"P00707,P00310,P00684,P00335",sports,03-11-2024 23.14,19-11-2024 18.57,25-11-2024 7.07,17-11-2024 23.14,60,365.33,42.52,4,10.731,20.387,Lucknow,Uttar Pradesh,26.550289,80.336517,Nagpur,Maharashtra,21.446271,79.103019,581.19,23,6,11,0,0,5.97
O1000146,C10145,S0179,P00101,home_decor,29-06-2024 12.53,02-08-2024 9.00,04-08-2024 6.35,31-07-2024 12.53,86,51.64,27.59,1,1.993,2.211,Kolkata,West Bengal,22.566168,87.354242,Surat,Gujarat,21.126007,72.836477,1506.29,12,5,6,0,0,5.72
O1000147,C10146,S0001,"P00621,P00021",electronics,22-10-2024 4.20,30-11-2024 19.34,07-12-2024 15.39,28-11-2024 4.20,106,104.73,48.91,2,4.862,12.443,Thiruvananthapuram,Kerala,7.853089,77.164819,Kolkata,West Bengal,22.671943,88.336247,2034.99,4,1,10,0,0,2.84
O1000148,C10147,S0012,"P00352,P00050",fashion,18-04-2024 15.09,25-05-2024 1.48,29-05-2024 5.40,22-05-2024 15.09,95,238.48,26.68,2,4.836,11.952,Chennai,Tamil Nadu,12.495147,80.871734,Delhi,Delhi,28.482833,76.863259,1825.68,15,3,4,0,0,3.08
O1000149,C10148,S0100,"P00491,P00373,P00587,P00610",electronics,02-12-2024 2.55,02-01-2025 18.05,06-01-2025 0.01,31-12-2024 2.55,85,924.58,105.13,4,7.618,100.172,Kanpur,Uttar Pradesh,26.518572,80.345602,Chennai,Tamil Nadu,12.961903,80.368309,1507.43,2,0,12,0,0,4.53
O1000150,C10149,S0008,"P00691,P00624",automotive,24-04-2024 6.36,28-05-2024 6.52,31-05-2024 4.39,26-05-2024 6.36,89,103.56,36.41,2,2.186,13.444,Kolkata,West Bengal,22.53801,88.453961,Goa,Goa,15.446993,74.158274,1695.81,6,2,4,1,0,3.45
O1000151,C10150,S0012,P00476,books,28-06-2024 14.10,26-07-2024 14.39,29-07-2024 19.02,24-07-2024 14.10,78,50.2,32.17,1,0.686,0.885,Goa,Goa,15.933268,73.844129,Delhi,Delhi,28.482833,76.863259,1429.44,14,4,6,0,0,3.08
O1000152,C10151,S0028,"P00508,P00479,P00794,P00579",automotive,07-07-2024 22.21,10-08-2024 11.16,13-08-2024 13.12,07-08-2024 22.21,88,234.88,46.44,4,6.388,21.349,Kolkata,West Bengal,22.22552,87.761712,Mumbai,Maharashtra,19.134614,72.73483,1599.77,22,6,7,0,0,4.64
O1000153,C10152,S0008,"P00253,P00332,P00774",beauty,22-05-2024 12.44,02-06-2024 15.41,03-06-2024 5.09,30-05-2024 12.44,42,369.78,95.14,3,11.369,11.638,Mysore,Karnataka,12.76246,76.453607,Goa,Goa,15.446993,74.158274,387.77,12,2,5,0,0,3.45
O1000154,C10153,S0223,"P00450,P00442",books,25-04-2024 15.42,26-05-2024 11.17,30-05-2024 7.43,23-05-2024 15.42,84,225.48,51.32,2,12.076,41.837,Surat,Gujarat,20.890419,72.982429,Kolkata,West Bengal,22.898279,88.143744,1579.37,15,3,4,0,0,2.5
O1000155,C10154,S0087,"P00612,P00335,P00292",sports,14-10-2024 1.03,20-10-2024 10.29,25-10-2024 1.53,19-10-2024 1.03,41,192.16,39.06,3,8.89,12.44,Indore,Madhya Pradesh,22.77007,76.145384,Bhopal,Madhya Pradesh,23.375211,77.47485,151.74,1,0,10,0,0,4.97
O1000156,C10155,S0172,"P00623,P00566,P00635,P00509",electronics,10-11-2024 21.32,26-11-2024 8.42,29-11-2024 17.06,24-11-2024 21.32,55,268.17,52.51,4,12.11,33.234,Goa,Goa,15.618824,75.159438,Chennai,Tamil Nadu,12.832392,80.559453,659.3,21,6,11,0,0,2.44
O1000157,C10156,S0076,"P00518,P00767",electronics,14-01-2024 3.53,21-01-2024 17.12,23-01-2024 23.30,18-01-2024 3.53,39,230,33.55,2,1.528,10.199,Indore,Madhya Pradesh,22.087674,75.552844,Ahmedabad,Gujarat,23.43465,72.922468,308.49,3,6,1,1,0,2.38
O1000158,C10157,S0056,"P00444,P00617",automotive,02-12-2024 8.55,05-01-2025 2.22,09-01-2025 4.30,03-01-2025 8.55,90,99.2,53.73,2,7.764,13.922,Jaipur,Rajasthan,28.489021,75.614114,Bengaluru,Karnataka,13.191355,77.513017,1712.33,8,0,12,0,0,2.63
O1000159,C10158,S0006,"P00153,P00606,P00024",automotive,15-01-2024 0.29,28-01-2024 20.44,29-01-2024 14.14,26-01-2024 0.29,48,184.67,88.91,3,5.242,16.344,Hyderabad,Telangana,18.532519,78.474695,Chennai,Tamil Nadu,12.962572,80.212361,646.64,0,0,1,0,0,1.75
O1000160,C10159,S0240,"P00418,P00766",automotive,19-05-2024 18.26,14-06-2024 16.53,19-06-2024 3.35,12-06-2024 18.26,77,223.01,21.08,2,3.463,19.117,Lucknow,Uttar Pradesh,25.078761,81.334207,Chennai,Tamil Nadu,13.022206,80.273837,1345.23,18,6,5,0,0,2.23
O1000161,C10160,S0247,"P00013,P00452,P00090",books,22-06-2024 8.43,20-07-2024 7.27,25-07-2024 7.03,18-07-2024 8.43,81,316.86,71.3,3,4.943,6.427,Coimbatore,Tamil Nadu,10.990302,76.23652,Vadodara,Gujarat,22.442785,73.083618,1316.8,8,5,6,0,0,5.67
O1000162,C10161,S0241,"P00382,P00131,P00120",groceries,04-01-2024 7.47,25-01-2024 3.37,24-01-2024 14.53,22-01-2024 7.47,58,153.82,45.08,3,1.618,8.319,Hyderabad,Telangana,16.576359,78.107681,Surat,Gujarat,21.408329,72.931005,764.64,7,3,1,0,0,6.22
O1000163,C10162,S0170,"P00502,P00396,P00542",automotive,14-03-2024 7.33,30-03-2024 6.55,31-03-2024 14.01,27-03-2024 7.33,52,322.74,32.24,3,2.379,17.848,Mysore,Karnataka,11.342633,76.855968,Goa,Goa,15.42934,74.104165,543.2,7,3,3,0,0,5.85
O1000164,C10163,S0194,"P00250,P00490,P00385",electronics,02-12-2024 10.10,20-12-2024 6.14,23-12-2024 23.27,18-12-2024 10.10,60,174.92,88.38,3,24.85,106.804,Nagpur,Maharashtra,20.711127,79.136168,Mumbai,Maharashtra,19.091364,72.621102,704.52,10,0,12,0,0,4.78
O1000165,C10164,S0201,"P00671,P00548",fashion,05-02-2024 22.15,16-02-2024 22.56,18-02-2024 6.43,13-02-2024 22.15,43,284.87,61.93,2,6.494,7.288,Chennai,Tamil Nadu,13.233862,80.205078,Bengaluru,Karnataka,13.015087,77.588422,284.4,22,0,2,1,0,4.96
O1000166,C10165,S0227,"P00186,P00541,P00086",automotive,20-11-2024 5.42,28-11-2024 14.26,30-11-2024 4.28,26-11-2024 5.42,39,171.65,93.32,3,26.335,65.692,Mumbai,Maharashtra,19.814677,72.247411,Surat,Gujarat,20.986065,72.648108,136.78,5,2,11,1,0,4.12
O1000167,C10166,S0223,"P00238,P00719,P00569",automotive,16-02-2024 7.03,25-03-2024 16.49,30-03-2024 20.28,23-03-2024 7.03,101,150.4,77.64,3,4.454,10.652,Thiruvananthapuram,Kerala,8.47902,76.210871,Kolkata,West Bengal,22.898279,88.143744,2047.31,7,4,2,0,0,2.5
O1000168,C10167,S0052,"P00587,P00604,P00271",books,20-04-2024 14.33,29-04-2024 17.58,03-05-2024 18.30,26-04-2024 14.33,45,236.56,75.21,3,4.983,12.086,Nagpur,Maharashtra,21.880699,79.487144,Indore,Madhya Pradesh,22.59506,76.034698,364.1,14,5,4,0,0,3.31
O1000169,C10168,S0115,"P00652,P00610,P00378",books,02-08-2024 9.03,21-08-2024 19.36,23-08-2024 8.58,19-08-2024 9.03,59,818.98,25.79,3,4.602,8.853,Vadodara,Gujarat,21.018552,73.556139,Delhi,Delhi,28.652182,76.801871,909.67,9,4,8,0,0,3.27
O1000170,C10169,S0127,"P00669,P00600,P00690",automotive,23-06-2024 15.25,14-07-2024 10.08,18-07-2024 6.59,11-07-2024 15.25,66,242.6,27.84,3,1.908,13.07,Hyderabad,Telangana,16.85156,78.35191,Jaipur,Rajasthan,26.656314,76.138259,1113.87,15,6,6,0,0,1.5
O1000171,C10170,S0075,"P00695,P00759,P00614,P00507",beauty,08-07-2024 5.23,08-08-2024 2.22,14-08-2024 14.04,05-08-2024 5.23,89,278.84,72.08,4,9.619,16.678,Lucknow,Uttar Pradesh,27.122544,80.626271,Goa,Goa,15.365763,73.974303,1477.09,5,0,7,0,0,4.69
O1000172,C10171,S0119,"P00595,P00469,P00727,P00095",fashion,15-06-2024 21.55,06-07-2024 8.18,09-07-2024 18.12,03-07-2024 21.55,65,241.67,30.6,4,4.353,31.924,Mysore,Karnataka,12.870472,76.759688,Surat,Gujarat,21.027631,72.852386,997.53,21,5,6,0,0,2.11
O1000173,C10172,S0171,"P00198,P00671,P00390,P00280",books,01-11-2024 15.44,06-11-2024 5.17,08-11-2024 9.18,03-11-2024 15.44,33,195.56,50.65,4,10.55,43.46,Bengaluru,Karnataka,12.756136,78.944503,Chennai,Tamil Nadu,13.073583,80.319368,153.13,15,4,11,0,0,2.77
O1000174,C10173,S0211,"P00136,P00790,P00362,P00337",beauty,27-01-2024 19.35,28-02-2024 8.42,05-03-2024 2.43,25-02-2024 19.35,89,695,83.11,4,9.129,13.923,Chennai,Tamil Nadu,12.731916,81.258821,Kanpur,Uttar Pradesh,26.620583,80.281363,1547.71,19,5,1,0,0,4.48
O1000175,C10174,S0102,P00209,beauty,21-03-2024 0.27,11-04-2024 12.14,17-04-2024 1.35,08-04-2024 0.27,70,143.08,12.79,1,0.446,11.108,Indore,Madhya Pradesh,23.294561,76.688422,Goa,Goa,15.71438,74.069959,886.35,0,3,3,1,0,6.15
O1000176,C10175,S0200,"P00088,P00319,P00547,P00574",automotive,26-01-2024 7.57,11-02-2024 17.36,13-02-2024 1.36,10-02-2024 7.57,53,387.61,41.44,4,9.215,14.237,Bengaluru,Karnataka,13.230223,77.609948,Mumbai,Maharashtra,18.868019,72.933014,801.57,7,4,1,0,1,2.73
